-51.253343959852025, -72.756313
-51.25352124533895, -72.75180852611213
-51.2540503059017, -72.74737509046831
-51.25492279793914, -72.74308261099706
-51.256124961730634, -72.73899878266383
-51.25763783843508, -72.73518800988101
-51.259437569083076, -72.73171039081183
-51.2614957708472, -72.72862076958643
-51.26377998465613, -72.72596787137718
-51.266254187093566, -72.72379353397362
-51.26887935850906, -72.72213204797548
-51.27161409838119, -72.72100961600948
-51.27441527822851, -72.72044393949822
-51.27723872177148, -72.72044393949822
-51.28003990161881, -72.72100961600948
-51.28277464149093, -72.72213204797548
-51.28539981290643, -72.72379353397362
-51.28787401534387, -72.72596787137718
-51.2901582291528, -72.72862076958643
-51.29221643091692, -72.73171039081183
-51.29401616156492, -72.73518800988101
-51.29552903826936, -72.73899878266383
-51.296731202060855, -72.74308261099706
-51.2976036940983, -72.74737509046831
-51.29813275466105, -72.75180852611213
-51.29831004014797, -72.756313
-51.29813275466105, -72.76081747388788
-51.2976036940983, -72.7652509095317
-51.296731202060855, -72.76954338900295
-51.29552903826936, -72.77362721733617
-51.29401616156492, -72.777437990119
-51.29221643091692, -72.78091560918818
-51.2901582291528, -72.78400523041358
-51.28787401534387, -72.78665812862283
-51.28539981290643, -72.78883246602639
-51.28277464149093, -72.79049395202453
-51.28003990161881, -72.79161638399053
-51.27723872177148, -72.79218206050179
-51.27441527822851, -72.79218206050179
-51.27161409838119, -72.79161638399053
-51.26887935850906, -72.79049395202453
-51.266254187093566, -72.78883246602639
-51.26377998465613, -72.78665812862283
-51.2614957708472, -72.78400523041358
-51.259437569083076, -72.78091560918818
-51.25763783843508, -72.777437990119
-51.256124961730634, -72.77362721733617
-51.25492279793914, -72.76954338900295
-51.2540503059017, -72.7652509095317
-51.25352124533895, -72.76081747388788
