-33.30280895985203, -71.645302
-33.30298624533895, -71.64192958448086
-33.3035153059017, -71.63861035396906
-33.304387797939135, -71.63539665471254
-33.30558996173064, -71.63233916866838
-33.30710283843508, -71.62948611421793
-33.308902569083074, -71.62688248573421
-33.310960770847196, -71.62456934399377
-33.31324498465613, -71.62258316862363
-33.31571918709356, -71.62095528279586
-33.318344358509066, -71.61971135924242
-33.32107909838119, -71.61887101538085
-33.32388027822851, -71.61844750393581
-33.32670372177149, -71.61844750393581
-33.329504901618805, -71.61887101538085
-33.33223964149093, -71.61971135924242
-33.33486481290643, -71.62095528279586
-33.337339015343865, -71.62258316862363
-33.3396232291528, -71.62456934399377
-33.34168143091692, -71.62688248573421
-33.34348116156492, -71.62948611421793
-33.344994038269355, -71.63233916866838
-33.34619620206086, -71.63539665471254
-33.3470686940983, -71.63861035396906
-33.347597754661045, -71.64192958448086
-33.34777504014797, -71.645302
-33.347597754661045, -71.64867441551915
-33.3470686940983, -71.65199364603096
-33.34619620206086, -71.65520734528748
-33.344994038269355, -71.65826483133164
-33.34348116156492, -71.66111788578209
-33.34168143091692, -71.6637215142658
-33.3396232291528, -71.66603465600625
-33.337339015343865, -71.66802083137638
-33.33486481290643, -71.66964871720415
-33.33223964149093, -71.6708926407576
-33.329504901618805, -71.67173298461917
-33.32670372177149, -71.6721564960642
-33.32388027822851, -71.6721564960642
-33.32107909838119, -71.67173298461917
-33.318344358509066, -71.6708926407576
-33.31571918709356, -71.66964871720415
-33.31324498465613, -71.66802083137638
-33.310960770847196, -71.66603465600625
-33.308902569083074, -71.6637215142658
-33.30710283843508, -71.66111788578209
-33.30558996173064, -71.65826483133164
-33.304387797939135, -71.65520734528748
-33.3035153059017, -71.65199364603096
-33.30298624533895, -71.64867441551915
