-33.4511253919704, -70.632066
-33.45116084906778, -70.63139050485984
-33.451266661180334, -70.63072566268156
-33.45144115958783, -70.63008195842347
-33.45168159234613, -70.62946954368626
-33.45198416768701, -70.62889807661615
-33.452344113816615, -70.62837656959023
-33.45275575416944, -70.62791324708584
-33.45321259693122, -70.62751541597564
-33.45370743741871, -70.62718935029389
-33.45423247170181, -70.62694019229117
-33.454779419676235, -70.62677187133805
-33.455339655645695, -70.62668704195646
-33.455904344354295, -70.62668704195646
-33.45646458032376, -70.62677187133805
-33.45701152829818, -70.62694019229117
-33.45753656258128, -70.62718935029389
-33.458031403068766, -70.62751541597564
-33.45848824583055, -70.62791324708584
-33.45889988618338, -70.62837656959023
-33.45925983231298, -70.62889807661615
-33.45956240765386, -70.62946954368626
-33.459802840412166, -70.63008195842347
-33.45997733881966, -70.63072566268156
-33.460083150932206, -70.63139050485984
-33.46011860802959, -70.632066
-33.460083150932206, -70.63274149514017
-33.45997733881966, -70.63340633731843
-33.459802840412166, -70.63405004157651
-33.45956240765386, -70.63466245631375
-33.45925983231298, -70.63523392338384
-33.45889988618338, -70.63575543040976
-33.45848824583055, -70.63621875291415
-33.458031403068766, -70.63661658402435
-33.45753656258128, -70.6369426497061
-33.45701152829818, -70.63719180770882
-33.45646458032376, -70.63736012866195
-33.455904344354295, -70.63744495804355
-33.455339655645695, -70.63744495804355
-33.454779419676235, -70.63736012866195
-33.45423247170181, -70.63719180770882
-33.45370743741871, -70.6369426497061
-33.45321259693122, -70.63661658402435
-33.45275575416944, -70.63621875291415
-33.452344113816615, -70.63575543040976
-33.45198416768701, -70.63523392338384
-33.45168159234613, -70.63466245631375
-33.45144115958783, -70.63405004157651
-33.451266661180334, -70.63340633731843
-33.45116084906778, -70.63274149514017
