-34.85983495985203, -72.158598
-34.86001224533895, -72.15516294630609
-34.8605413059017, -72.15178206546095
-34.861413797939136, -72.14850867597511
-34.86261596173064, -72.14539440115622
-34.86412883843508, -72.14248835497855
-34.865928569083074, -72.1398363675263
-34.867986770847196, -72.13748026222582
-34.87027098465613, -72.13545719626516
-34.87274518709357, -72.13379907460305
-34.875370358509066, -72.1325320468086
-34.87810509838119, -72.13167609466704
-34.880906278228515, -72.13124471705493
-34.88372972177149, -72.13124471705493
-34.886530901618805, -72.13167609466704
-34.88926564149094, -72.1325320468086
-34.89189081290643, -72.13379907460305
-34.894365015343865, -72.13545719626516
-34.8966492291528, -72.13748026222582
-34.89870743091692, -72.1398363675263
-34.90050716156492, -72.14248835497855
-34.902020038269356, -72.14539440115622
-34.90322220206086, -72.14850867597511
-34.9040946940983, -72.15178206546095
-34.904623754661046, -72.15516294630609
-34.90480104014797, -72.158598
-34.904623754661046, -72.16203305369389
-34.9040946940983, -72.16541393453905
-34.90322220206086, -72.16868732402487
-34.902020038269356, -72.17180159884377
-34.90050716156492, -72.17470764502143
-34.89870743091692, -72.17735963247368
-34.8966492291528, -72.17971573777417
-34.894365015343865, -72.18173880373482
-34.89189081290643, -72.18339692539693
-34.88926564149094, -72.18466395319138
-34.886530901618805, -72.18551990533295
-34.88372972177149, -72.18595128294506
-34.880906278228515, -72.18595128294506
-34.87810509838119, -72.18551990533295
-34.875370358509066, -72.18466395319138
-34.87274518709357, -72.18339692539693
-34.87027098465613, -72.18173880373482
-34.867986770847196, -72.17971573777417
-34.865928569083074, -72.17735963247368
-34.86412883843508, -72.17470764502143
-34.86261596173064, -72.17180159884377
-34.861413797939136, -72.16868732402487
-34.8605413059017, -72.16541393453905
-34.86001224533895, -72.16203305369389
