-30.139150959852028, -70.401828
-30.13932824533895, -70.39856888035165
-30.1398573059017, -70.39536115896705
-30.140729797939137, -70.39225542352865
-30.141931961730638, -70.38930065333959
-30.143444838435077, -70.38654344689083
-30.145244569083072, -70.38402728697514
-30.147302770847197, -70.38179185493749
-30.14958698465613, -70.3798724048765
-30.15206118709357, -70.37829920766623
-30.154686358509064, -70.37709707356649
-30.157421098381192, -70.37628496095014
-30.160222278228513, -70.37587567731829
-30.163045721771486, -70.37587567731829
-30.165846901618806, -70.37628496095014
-30.168581641490935, -70.37709707356649
-30.17120681290643, -70.37829920766623
-30.173681015343867, -70.3798724048765
-30.175965229152798, -70.38179185493749
-30.178023430916923, -70.38402728697514
-30.17982316156492, -70.38654344689083
-30.181336038269357, -70.38930065333959
-30.182538202060858, -70.39225542352865
-30.183410694098296, -70.39536115896705
-30.183939754661044, -70.39856888035165
-30.18411704014797, -70.401828
-30.183939754661044, -70.40508711964836
-30.183410694098296, -70.40829484103295
-30.182538202060858, -70.41140057647135
-30.181336038269357, -70.41435534666041
-30.17982316156492, -70.41711255310918
-30.178023430916923, -70.41962871302485
-30.175965229152798, -70.4218641450625
-30.173681015343867, -70.4237835951235
-30.17120681290643, -70.42535679233377
-30.168581641490935, -70.4265589264335
-30.165846901618806, -70.42737103904986
-30.163045721771486, -70.42778032268171
-30.160222278228513, -70.42778032268171
-30.157421098381192, -70.42737103904986
-30.154686358509064, -70.4265589264335
-30.15206118709357, -70.42535679233377
-30.14958698465613, -70.4237835951235
-30.147302770847197, -70.4218641450625
-30.145244569083072, -70.41962871302485
-30.143444838435077, -70.41711255310918
-30.141931961730638, -70.41435534666041
-30.140729797939137, -70.41140057647135
-30.1398573059017, -70.40829484103295
-30.13932824533895, -70.40508711964836
